,cycle,capacity,SoH,resistance,CCCT,CVCT
0,1.0,1.1338066110520781,0.8254050555115411,0.09162821620702744,6671.683200205512,2212.9986354321536
1,2.0,1.1334134702484167,0.8253883873304776,0.09162821620702744,6666.933312022656,2204.3736261602
2,3.0,1.1328286101875913,0.8253910357821249,0.09081734716892242,6662.682286644406,2201.186076014451
3,4.0,1.1270332722889724,0.8162401186664305,0.088546022772789,6656.650721758844,2225.592597365354
4,5.0,1.1267116857980117,0.8070601240347011,0.08749417960643768,6693.7885696829,2052.8491532307453
5,6.0,1.124261017581048,0.7978846573843998,0.08676299452781677,6692.824462561308,2016.772509990289
6,7.0,1.1150115166743946,0.8070445369846487,0.09000647813081741,6611.138098863703,2133.3906851653373
7,8.0,1.1089666145750847,0.8070491149896618,0.088546022772789,6567.52747960687,2132.390338633966
8,9.0,1.1075882593653052,0.807053525556331,0.0906522199511528,6549.85575546787,2121.577961984498
9,10.0,1.105772038995162,0.7978555511451167,0.08911444246768951,6532.652939652675,2116.187200803921
10,11.0,1.1082769593025792,0.8070549098815236,0.08676299452781677,6532.12234636597,2067.800173493568
11,12.0,1.112932182255405,0.7978865566868547,0.08757387101650238,6585.805414710121,1995.521538721121
12,13.0,1.112988055371036,0.7887256167993684,0.08595212548971176,6601.762038962479,1962.4134446435783
13,14.0,1.1127971667461132,0.7887303812244583,0.0852188766002655,6605.545731438324,1943.820779832051
14,15.0,1.112458056752362,0.7887248273489592,0.08506378531455994,6608.1729737746355,1929.7434075989295
15,16.0,1.1121902604059106,0.788718511176929,0.08579585701227188,6610.19082131164,1913.9319539814605
16,17.0,1.112012700816156,0.7887205976633687,0.08433038741350174,6612.958308546309,1898.7450946952158
17,18.0,1.108000436582179,0.7887326637463358,0.08498646318912506,6611.6634021762,1892.0104572364944
18,19.0,1.1075350499545462,0.7887358098334618,0.08498646318912506,6609.42848473927,1886.5553298254963
19,20.0,1.1071381215567389,0.7795564018823085,0.08490926772356033,6607.179659299349,1879.6832511259126
20,21.0,1.1067523031151418,0.7795550076710316,0.0835956558585167,6605.321031822852,1871.3554058730952
21,22.0,1.1064770587905484,0.7795394737530075,0.0836719274520874,6602.697030829935,1866.3558816855075
22,23.0,1.1063048574157182,0.7795506093287725,0.08498646318912506,6601.464632574265,1860.0281428232265
23,24.0,1.1058361647172874,0.779549102559116,0.0820472314953804,6600.590386494063,1854.2940430974122
24,25.0,1.1054579660440906,0.7795568101764548,0.08417706191539764,6597.6997310312,1850.2941904639592
25,26.0,1.1051384630419614,0.7795644446494824,0.08278404921293259,6592.684472929861,1847.3410706607392
26,27.0,1.0957048003880436,0.7795260283597352,0.0852188766002655,6552.461273415247,1935.11701527267
27,28.0,1.08910990291196,0.7795395555966299,0.0883043110370636,6472.704793040757,2001.908562639961
28,29.0,1.0879088780265784,0.7795288978496628,0.08603048324584961,6446.89059779339,2014.5018264080863
29,30.0,1.0871404645160523,0.7795149945669733,0.08668404817581177,6429.311224831967,2026.298388089519
30,31.0,1.085984676363469,0.7886973909415639,0.08676299452781677,6408.576510559069,2046.844408058154
31,32.0,1.0940259166577682,0.7795470558267914,0.08506378531455994,6445.305092350987,1934.6472046901472
32,33.0,1.0949674538454621,0.7703774636633827,0.08433038741350174,6499.998839121778,1895.2272395027103
33,34.0,1.0858072780786652,0.7795256808798094,0.08668404817581177,6467.059631872107,1980.7374838876422
34,35.0,1.0794433426800802,0.7795301184463457,0.08757387101650238,6400.63951951015,2020.8290432793438
35,36.0,1.0791840180692092,0.7795256140434506,0.0861089751124382,6375.669817810529,2041.5316160356742
36,37.0,1.078459123542833,0.7795084466699231,0.08822403848171234,6374.075888458174,2037.453595448751
37,38.0,1.078670996153079,0.7795205807513149,0.0883043110370636,6359.825515278499,2052.531656400999
38,39.0,1.0866210060020014,0.7703873158611841,0.08668404817581177,6409.9768728577765,1939.0376876595546
39,40.0,1.0870770175067002,0.7795459583732538,0.0835956558585167,6452.668705274991,1915.9916871201713
40,41.0,1.0777931923143766,0.7795301688678633,0.08757387101650238,6414.41599200858,2012.6105854437337
41,42.0,1.0767807918113874,0.779510185647292,0.08676299452781677,6347.623204690928,2052.203297644912
42,43.0,1.0764721394969263,0.7795225491488881,0.08684208989143372,6343.642551944533,2044.0629138086224
43,44.0,1.0718244042078808,0.7795074747962439,0.08595212548971176,6339.24826933007,2044.9850027230568
44,45.0,1.0711227518872464,0.7795285069594872,0.08757387101650238,6323.029122641077,2069.8747259617085
45,46.0,1.0794928482397308,0.7703643887094069,0.0866052508354187,6363.27201974811,1959.7551168929785
46,47.0,1.080303519583967,0.7703659103506296,0.08514125645160675,6414.402419266058,1924.0383293385385
47,48.0,1.0715311247130497,0.7795161930691317,0.08749417960643768,6386.744275586912,2004.7829623634461
48,49.0,1.0707666196755437,0.7795224515666008,0.08676299452781677,6328.201883577858,2043.2662323433906
49,50.0,1.0701721884619844,0.7703535329223092,0.08684208989143372,6322.311106238281,2039.7350264969282
50,51.0,1.069615116531353,0.7703489321957835,0.08676299452781677,6316.0610273384955,2038.4850639655488
51,52.0,1.0687016031198973,0.7796085847818328,0.08757387101650238,6294.997611024068,2073.6871062063146
52,53.0,1.1050292745813424,0.7795160026694243,0.08595212548971176,6298.639703604367,2087.3435724571245
53,54.0,1.0990929585377924,0.7887203901844898,0.08603048324584961,6506.197664491885,2113.514484312058
54,55.0,1.1049865681372835,0.779560271936991,0.08351951837539673,6541.09853853373,1987.8640474868153
55,56.0,1.1047656617609092,0.7795806845458144,0.08351951837539673,6558.900368220791,1958.70971469894
56,57.0,1.0962976344543127,0.7887143478035274,0.0852188766002655,6515.520681488866,2042.2668783757254
57,58.0,1.0898435888352553,0.7887018676339511,0.08668404817581177,6453.512104946552,2078.2813089931733
58,59.0,1.0886560950330975,0.779545291344291,0.08603048324584961,6436.746954392875,2073.515739678114
