,cycle,capacity,SoH,resistance,CCCT,CVCT
0,1.0,1.1242514698926915,0.825265333728763,0.09349425137042999,6584.606466126345,2250.466820026836
1,2.0,1.1239680467646185,0.8160531916044933,0.09195154905319214,6581.199728818749,2239.4981808881375
2,3.0,1.1236105136578227,0.8160653146000736,0.09203499555587769,6578.870555757811,2230.9828668354194
3,4.0,1.117114771021268,0.8068640170546205,0.09186826646327972,6573.3865618375785,2257.123246810512
4,5.0,1.1162394574481525,0.7976936357821253,0.08926756680011749,6609.586264580183,2078.301639122117
5,6.0,1.108957941766771,0.7885341797547206,0.0885360985994339,6606.387695080819,2038.2253149711541
6,7.0,1.0981491184637169,0.8069066659251212,0.09195154905319214,6505.124020535797,2156.124150596108
7,8.0,1.0958776870178866,0.797708148960632,0.09186826646327972,6445.154622363429,2149.4368190131645
8,9.0,1.089672638213185,0.7977204643756916,0.09113781899213791,6420.232678656423,2138.9839081279497
9,10.0,1.0874846393851407,0.7885444116894718,0.09259738773107529,6399.842824140171,2133.7805995719973
10,11.0,1.0945754725367562,0.7976882191671516,0.09024228155612946,6387.842117406486,2100.970856486936
11,12.0,1.0957344361950596,0.7885358124175397,0.08796264976263046,6462.369032740826,2013.849171832102
12,13.0,1.095762108609611,0.7885183781351993,0.08869662880897522,6482.557493161017,1980.3662405699724
13,14.0,1.0955137193692257,0.7885035108287006,0.08780329674482346,6489.609668050747,1957.8517022228625
14,15.0,1.0952649132021466,0.7885052762135767,0.08633371442556381,6492.345556566754,1946.2273648574192
15,16.0,1.0947067300112066,0.7793271275338369,0.08699030429124832,6507.255536198703,1932.2288145327475
16,17.0,1.0943257046782395,0.7793135140318481,0.08699030429124832,6494.570667061751,1912.979349573172
17,18.0,1.0937011753550059,0.7793241839870819,0.08617731183767319,6491.898540535243,1907.4324327246286
18,19.0,1.0931352487692285,0.7793089892187502,0.08683300018310547,6489.698815689102,1899.6827859754558
19,20.0,1.0926356846926204,0.7793103384279771,0.08609931915998459,6486.868925486953,1892.1520218741207
20,21.0,1.0888153717764701,0.7701473658922353,0.08528706431388855,6483.885371788143,1889.0272887527244
21,22.0,1.0885092227174524,0.7701461041678739,0.08470477163791656,6482.464709400345,1883.3401421234303
22,23.0,1.0882085882511443,0.7701326600121765,0.08837614208459854,6481.654444896878,1873.0131090845098
23,24.0,1.0877279390935983,0.770135576034395,0.08609931915998459,6478.982387612981,1867.9969765137648
